S1_mean,S1_slope_polyfit,S2_mean,S2_slope_polyfit,S3_mean,S3_slope_polyfit,S4_mean,S4_slope_polyfit,S5_mean,S5_slope_polyfit,S6_mean,S6_slope_polyfit,S7_mean,S7_slope_polyfit,S8_mean,S8_slope_polyfit,S9_mean,S9_slope_polyfit,S10_mean,S10_slope_polyfit,S11_mean,S11_slope_polyfit,S12_mean,S12_slope_polyfit,S13_mean,S13_slope_polyfit,S14_mean,S14_slope_polyfit,S15_mean,S15_slope_polyfit,S16_mean,S16_slope_polyfit,class
-0.44695,-0.51669,-0.4189,-0.33144,-0.91387,-1.1052,-1.0527,-0.98804,-0.12155,-0.10736,-0.092236,-0.043025,-0.086552,-0.080204,-0.051525,-0.018253,-0.05268,-0.055092,-0.04741,-0.044091,-0.052637,-0.058562,-0.050138,-0.049461,-0.019707,-0.019759,-0.01478,-0.013472,-0.032259,-0.03608,-0.034086,-0.037053,15
-0.15566,-0.11844,0.090833,0.25574,-1.4026,-1.4999,-1.4138,-1.4278,-0.11973,-0.13026,-0.25669,-0.22676,0.288,0.3836,0.45652,0.60065,-0.057284,-0.055605,-0.047851,-0.041357,-0.10247,-0.10748,-0.1063,-0.12165,-0.025627,-0.027222,-0.033887,-0.033274,-0.017853,-0.016572,-0.013752,-0.0095083,15
0.4133,0.50184,0.80915,1.0165,-0.9848,-0.95773,-0.59393,-0.26057,0.11926,0.046811,-0.023798,-0.049825,0.59361,0.68716,0.73764,0.75726,-0.0099376,-0.004932,0.0079715,0.017047,-0.057644,-0.055784,-0.041353,-0.032766,-0.014484,-0.021128,-0.024689,-0.022771,0.0026045,0.0049431,0.0079345,0.01083,15
-0.58163,-0.51106,-0.28655,-0.20672,-0.91191,-0.87769,-0.49775,-0.4618,0.082002,0.15831,0.17524,0.15755,-0.014043,-0.014444,-0.031148,-0.11259,-0.045401,-0.040965,-0.026817,-0.024848,-0.075152,-0.072392,-0.04828,-0.050441,-0.0088274,-0.0079272,-0.010275,-0.013429,-0.0091614,-0.0097377,-0.012506,-0.0212,15
-0.16667,-0.12341,-0.014187,0.039283,-0.52245,-0.52118,-0.38964,-0.43125,0.35812,0.2398,0.15779,0.067118,0.27324,0.20272,0.15261,0.068564,-0.0028462,-0.0015726,0.00020311,-0.00051607,-0.015377,-0.015087,-0.0076121,-0.011599,0.018002,0.0075193,0.0012568,-0.0052369,0.0076445,0.00094628,-0.0033748,-0.010852,15
-0.029707,-0.030348,0.14636,0.23109,-0.70305,-0.74368,-0.6095,-0.64471,0.65921,0.72783,0.81368,0.89425,0.78483,0.8545,0.86683,0.97429,-0.046135,-0.04652,-0.036909,-0.037919,-0.050413,-0.05121,-0.042662,-0.053309,0.034218,0.037503,0.044177,0.04988,0.019905,0.017477,0.016632,0.020524,15
-0.60616,-0.64982,-0.4376,-0.36824,-0.76421,-0.82776,-0.68289,-0.67695,0.7233,0.88698,1.1162,1.2183,0.42881,0.45173,0.48455,0.55079,-0.047239,-0.049205,-0.038131,-0.035277,-0.042221,-0.042798,-0.031437,-0.027527,0.023175,0.027521,0.037012,0.03992,0.00042881,-0.0012475,-0.0010477,-0.0035027,15
0.26602,0.41384,0.67143,0.76838,-0.51763,-0.40987,-0.028168,0.16849,0.0011874,-0.019514,-0.037563,0.0097402,0.29521,0.36703,0.4148,0.44964,-0.0037787,0.0043031,0.014133,0.014733,-0.015069,-0.0064263,0.012542,0.01638,-0.02445,-0.028385,-0.029546,-0.028338,-0.014784,-0.012055,-0.0079652,-0.0088315,15
-0.57398,-0.41417,-0.065444,0.13405,-1.5162,-1.1973,-0.69817,-0.29208,-0.78238,-0.71372,-0.75315,-0.70153,-0.56369,-0.52095,-0.4658,-0.49768,-0.044392,-0.037343,-0.02204,-0.015342,-0.088907,-0.068468,-0.043042,-0.029355,-0.062553,-0.055288,-0.052976,-0.046971,-0.050862,-0.04784,-0.043506,-0.044809,15
-0.30408,-0.3737,-0.21984,-0.14818,-0.63196,-0.69809,-0.524,-0.33723,1.2773,1.2655,1.1947,1.0688,1.022,1.0014,0.90534,0.82322,-0.02921,-0.035411,-0.032222,-0.030429,-0.055514,-0.054001,-0.049923,-0.043617,0.048182,0.049856,0.043216,0.034422,0.038444,0.03587,0.028767,0.022973,15
-0.64482,-0.60574,-0.4236,-0.44891,-0.59135,-0.51731,-0.22618,-0.29165,0.085111,0.096062,0.16864,0.24447,-0.076685,-0.13207,-0.11581,-0.13611,-0.024344,-0.021313,-0.019723,-0.025311,0.015398,0.022791,0.028529,0.022207,-0.018343,-0.017435,-0.015655,-0.011475,-0.031278,-0.033856,-0.030433,-0.029438,15
-0.14451,-0.26707,-0.0033831,0.060853,-0.55125,-0.66135,-0.23986,0.064682,1.1254,1.2643,1.3623,1.3727,0.91116,0.96473,0.91228,0.86848,-0.023365,-0.028533,-0.0071869,-0.0025061,-0.072556,-0.072456,-0.040804,-0.019846,0.02778,0.035368,0.035157,0.035616,0.029078,0.032826,0.03085,0.026123,15
-0.27755,-0.40673,-0.24338,-0.24415,-1.11,-1.3173,-1.1604,-1.2412,0.95374,1.0325,1.2484,1.3035,0.81024,0.78196,0.79781,0.84032,-0.053743,-0.05766,-0.053479,-0.052024,-0.089923,-0.096097,-0.097306,-0.10743,0.029227,0.031131,0.035609,0.031906,0.015956,0.01293,0.0127,0.0065147,15
1.0889,1.0626,1.4498,1.6078,-0.044326,-0.083647,0.42975,0.97447,0.94341,1.0445,1.2265,1.2953,1.3652,1.4777,1.5369,1.6369,0.020185,0.022175,0.043877,0.052802,-0.04472,-0.040221,-0.010051,0.013383,0.048268,0.04674,0.047519,0.043793,0.065066,0.066162,0.065155,0.063954,15
-0.1852,-0.067321,0.11081,0.16136,-0.46982,-0.34675,-0.089527,0.010851,-0.38712,-0.42002,-0.41525,-0.34331,-0.38928,-0.39311,-0.3316,-0.33191,-0.017417,-0.0099469,-0.0059546,-0.0031745,-0.012852,-6.6088e-005,0.011377,0.016222,-0.052025,-0.053003,-0.052693,-0.046922,-0.056154,-0.055479,-0.051158,-0.052665,15
-0.16103,-0.23184,-0.28191,-0.35075,0.0054826,-0.052007,-0.15351,-0.34238,-0.065649,-0.031506,-0.0090642,-0.035898,-0.19306,-0.21993,-0.19775,-0.21879,-0.0030282,-0.0056742,-0.010619,-0.017359,0.015196,0.017483,0.010176,-0.0038719,-0.0043694,-0.0036979,-0.0043865,-0.0089997,-0.014133,-0.017254,-0.016151,-0.021734,17
-0.47932,-0.53034,-0.63518,-0.62903,-0.59507,-0.65345,-0.82107,-0.96693,-0.21833,-0.24985,-0.24452,-0.17427,-0.26345,-0.29684,-0.26636,-0.21649,-0.051252,-0.053414,-0.064127,-0.068857,-0.010907,-0.0095289,-0.022453,-0.041512,-0.014608,-0.01597,-0.012405,-0.011499,-0.035477,-0.041271,-0.040771,-0.043947,17
-0.098562,-0.11593,-0.11103,-0.11801,-0.63479,-0.73124,-0.79685,-0.93935,-0.048811,-0.040614,-0.094987,-0.093442,0.039177,0.066417,0.073395,0.079113,-0.06046,-0.062914,-0.06719,-0.071466,-0.060833,-0.06807,-0.077147,-0.10257,-0.020382,-0.022844,-0.02703,-0.029347,-0.032777,-0.036898,-0.038902,-0.04339,17
-1.2442,-1.2618,-1.1979,-1.2282,-0.85918,-0.84847,-0.7497,-1.022,-0.13805,-0.032834,0.0009926,-0.0043023,-0.39102,-0.41988,-0.41698,-0.41437,-0.10515,-0.10516,-0.10701,-0.11525,-0.045959,-0.044072,-0.040976,-0.068913,-0.032074,-0.030437,-0.030173,-0.031208,-0.064115,-0.071935,-0.073858,-0.079163,17
-0.6497,-0.70904,-0.74181,-0.70814,-0.47124,-0.47727,-0.60317,-0.72506,0.71919,0.7553,0.69567,0.54466,0.57223,0.51648,0.40599,0.26094,-0.078728,-0.084219,-0.089756,-0.092644,-0.028946,-0.030735,-0.039984,-0.054796,0.04604,0.046013,0.045204,0.038257,0.01479,0.0051501,-0.002566,-0.012911,17
-0.68479,-0.70473,-0.67903,-0.73914,-1.0911,-1.1598,-1.1192,-1.4051,0.093489,0.12766,0.056926,-0.10323,-0.022749,-0.099592,-0.14037,-0.33224,-0.056287,-0.056002,-0.053681,-0.056957,-0.073411,-0.071299,-0.066236,-0.078741,-0.006067,-0.0075195,-0.015551,-0.030856,-0.015908,-0.023036,-0.026832,-0.045824,17
0.43433,0.55949,0.85938,0.97032,-0.16838,-0.0089639,0.26606,0.46885,-0.076364,-0.12858,-0.10515,-0.012148,0.17765,0.23689,0.37252,0.49425,-0.015179,-0.01342,-0.0040056,-0.0019166,0.00072475,0.0075979,0.017361,0.020736,-0.030767,-0.031555,-0.026924,-0.022105,-0.037698,-0.038179,-0.031178,-0.029364,17
-0.85328,-0.80786,-0.67768,-0.6188,-1.6973,-1.5802,-1.414,-1.3888,-0.024113,-0.021202,-0.15307,-0.30145,-0.037313,-0.058508,-0.10035,-0.22803,-0.058019,-0.056885,-0.058808,-0.061488,-0.095073,-0.08331,-0.082182,-0.089481,-0.041528,-0.038738,-0.044557,-0.050297,-0.038189,-0.03802,-0.037878,-0.043987,17
-0.026134,0.16217,0.51083,0.65799,-0.41165,-0.15974,0.30677,0.59808,-0.17621,-0.20127,-0.28761,-0.30807,-0.066141,-0.072172,-0.027096,-0.049029,-0.0058063,0.0064655,0.015358,0.01924,-0.0025388,0.018384,0.035033,0.045157,-0.060627,-0.059195,-0.06194,-0.059534,-0.05429,-0.054333,-0.048172,-0.046275,17
0.19356,0.18959,0.30246,0.32027,-0.24289,-0.29892,0.014256,0.074518,0.24569,0.18689,0.01226,-0.072324,0.342,0.33153,0.28943,0.19134,-0.0018793,0.0032371,0.0017955,0.0024408,-0.028211,-0.025286,-0.016008,-0.020872,-0.022852,-0.033176,-0.052599,-0.064209,-0.012811,-0.015569,-0.019183,-0.030585,17
-0.22601,-0.27148,-0.14289,-0.15303,-0.79745,-0.90803,-0.73382,-0.8022,0.22593,0.309,0.42234,0.47776,0.14228,0.19602,0.26516,0.2893,-0.01015,-0.010933,-0.0096857,-0.013806,-0.070583,-0.073242,-0.066676,-0.077642,0.016509,0.016528,0.015292,0.012774,0.023532,0.025462,0.027532,0.025751,17
-0.55228,-0.56167,-0.60369,-0.45375,-0.16667,-0.2049,-0.30435,-0.1586,-1.1327,-1.0375,-0.95224,-0.92461,-1.3037,-1.2762,-1.2163,-1.3398,-0.049096,-0.050674,-0.056258,-0.049628,-0.030711,-0.031752,-0.037556,-0.033249,-0.038726,-0.031131,-0.025811,-0.028654,-0.059858,-0.059698,-0.059547,-0.071485,17
-0.61327,-0.51067,-0.12829,0.029663,-1.2102,-1.0887,-0.6035,-0.44074,-0.31423,-0.24874,-0.22659,-0.22255,-0.14568,-0.082373,-0.024952,-0.035883,-0.03801,-0.038308,-0.02579,-0.023155,-0.064787,-0.060739,-0.041831,-0.041531,0.010167,0.015275,0.021554,0.020217,0.010985,0.012406,0.013817,0.012813,17
0.071879,0.11706,0.11746,0.24272,-0.67519,-0.73677,-0.80633,-0.77891,-0.53573,-0.51456,-0.65637,-0.74254,-0.15732,-0.095141,-0.050448,-0.12514,0.0027887,0.0048815,0.0058186,0.011788,-0.05224,-0.053472,-0.051458,-0.048959,-0.015363,-0.012594,-0.018036,-0.022767,0.0063462,0.0099671,0.013074,0.0084024,17
